text,label
"@fam Dog learned a new trick today, so smart! #like4like #university 🙌",1
New approach solving persistent problems #afternoon #community #tuesday 💡💭,1
Folded the laundry pile. #shopping #2024 🍷,0
Document printed double-sided #news #social 🍷🏋️,0
Rearranged icons on the desktop. ✨ #developer #june #food 💪🌍,0
Beach bonfire night was unforgettable #grind #design #tuesday 🎮,1
Doctor appointment got cancelled. #movie 🍂,-1
Morning bird songs especially beautiful today #shopping #routine 🍰,1
@yall Train stopped without explanation. #coffee #design 🌈❄️,-1
SMH... App crashed right after I opened it. ✨ #yoga 🍔,-1
@here WiFi password changed yesterday. #people 🏋️🍰,0
@all Attended a joyful local parade\!\!\! ✈️ #instadaily 💯💪,1
Recipe passed down from grandma perfected ️ #people #design #digital 💭,1
Tab group created with 5 tabs #friday ☁️,0
@team Checked my voicemail inbox. #netflix #trending ⏰🍕,0
@fam Colleague surprised me w/ coffee today\!\!\! #business #info #student 🚂,1
@peeps Virtual reunion was better than expected #sun #reminder #data 🎸🏔️,1
Beach cleanup event had GREAT turnout #may 💯,1
@fam ATM ran out of cash. #family 💯,-1
@here Watched a funny clip during lunch. ✨✅ #psa #mood #goals 🚴,1
Typed up the meeting minutes today. #random #fyi 👌🎮,0
SMH... Rain cancelled our picnic plans. #goals #photography #2025 📅👌,-1
@here Photography workshop really improved my skills #adventure #dinner #developer 📱🍁,1
SMH... Gym was packed and all the racks were taken. #picoftheday 🌸🌍,-1
@fam Sunrise hike was worth the early wake-up call #thoughts 🍔⚡,1
SMH... Online class link didn’t work. #office #yesterday #tbt 🧘,-1
Spontaneous road trip was best decision #routine #retro 🚗,1
@team Weekend market finds were incredible bargains #sun #mood 🚌,1
Closed my laptop lid. #creative #lunch #learning 🔥,0
That online tutorial was very helpful\!\!\! ️️ #may #wednesday 📸,1
The power button lit up red. #wednesday #retail 🏖️,0
SMH... Colleague taking credit again unfairly #june #mood 🏖️,-1
@team Printed labels for the boxes. #february #nofilter #wellness 🎸,0
Carried the groceries inside. #monday #june 💪🎵,0
Investment advice really paying off #gym #homework #random 🎯,1
Format changed to PDF #trending #tbt #info 🚶,0
@team Grocery list has twelve items on it ✨ #weather 🧘,0
"Managed to help three people today, feeling fulfilled #goals #2025 ☁️🌟",1
Turned on the desk fan. #sunday #life 💭,0
@here List sorted alphabetically now #june #work 🎯,0
Language preference set to English ✅ #coffee 📷🥤,0
The coffee shop atmosphere was cozy\!\!\! #fitness #workout ⚡,1
@fam The book’s ending was surprisingly uplifting. #music #goals #random 💭,1
Download location set to desktop ️ #classic #lunch 🌟,0
@squad Great meeting with the team; clear goals and momentum. #weather #life ✈️🗺️,1
Failed the exam I studied hard for #night #june 🎨🍁,-1
@folks Festival food was actually worth the price #tip #wanderlust 🍜🏖️,1
Garbage truck came an hour late. #picoftheday #tuesday #april 🍜,-1
@guys Turned the page in the book. #nature #office 🍔,0
@all Downloaded a new font for my project. #ootd #retail ❄️🍷,0
@yall The sunset was calm and colorful\!\!\! #art #hustle 🏔️🕐,1
@fam Charged the Bluetooth speaker. ✨️ #2024 #photooftheday ⏰📌,0
@peeps Learned something new in class. ✅ #friday 💯📍,1
Park renovation looks absolutely beautiful ✨✅ #morning #snack #trip 🎨🔔,1
Mic check lasted two minutes. #tuesday #love #afternoon ⏰🚗,0
@team Printed out my boarding pass today. #running 🗺️,0
New daily habit transforming my life ✅ #lunch #tea #vibes 🍷📍,1
SMH... Elevator stopped between floors. #vintage 🙌🌧️,-1
Neighborhood cleanup made huge difference ️ #update 🔔,1
@peeps Friend surprised me with flowers. #dinner 🖥️💯,1
Discount not applied despite code #software #selfcare #community 🍔,-1
@everyone Comedy show had me laughing until I cried #party #workout 💥🍕,1
Weekend getaway exceeded all expectations ✅ #office #school #design 🎬,1
Sunset kayaking was pure magic tonight #picoftheday #rain #study 🎭📌,1
Missed important announcement somehow #hustle 🍜,-1
TV remote stopped functioning. #wfh #today #breakfast 🍰☀️,-1
@here Product defect causing safety concern #selfcare #fitness 👍🚌,-1
Got new followers on my blog\!\!\! #update #digital 🚀🌸,1
Email filter applied to inbox ⚽ #snow #grind 📅,0
@team Finally cleaned out the garage—feels satisfying\!\!\! #morning 💪,1
The heater made loud noises. #snow ☁️,-1
Clock shows 5:15 pm exactly. #alert ⏳,0
@yall Grandma loved the gift I picked for her birthday. ✅ #gaming #weekend 🌟👀,1
Page refreshed after 30 seconds #selfcare #health #software 💪,0
@guys SMH... Shoes squeaked loudly when walking. ✨ #daily #new #music 🌈,-1
@peeps The page refreshed automatically. #snack #january 🏖️,0
SMH... Printer out of ink during deadline. #fyi #yesterday ☁️,-1
@all Got the vintage guitar I've wanted for years #april #memories ⏳,1
Video resolution downscaled to 480p #remote 🥤,0
@folks New friendship developing naturally and beautifully ️ #running #alert 📍,1
Route includes one toll road ️ #thursday #health #school 🎯👀,0
Cooked breakfast with my roommate. #yoga #alert #wanderlust ⚡,1
@team AC broke during the heat wave #new #business #community ❄️,-1
New coffee maker is a game changer for mornings #explore 📱🎬,1
Street fair had amazing food and live music ⚽ #thoughts 🍂,1
@here Index rebuilding in progress #summer 🍷,0
@squad File indexed for quick search #breakfast 👀✈️,0
Memory usage at 4.2 GB currently #art #exam 📹🚶,0
Microwave timer has 30 seconds left ⏰ #software #flashback 🏖️,0
The printer finished w/out errors. #rain 🌸,0
SMH... Missed my flight because of a long security line. ✨ #afternoon #goals 🚂🍜,-1
@yall Played guitar and it sounded GREAT\!\!\! #sunday #afternoon 🍰✅,1
@team Bought fresh flowers for the kitchen\!\!\! #creative 📺🍁,1
@folks Parking spot stolen while loading #thursday #night 🎪,-1
SMH... Sale items all sold out #trending #dinner #vibes 🖥️👍,-1
@all SMH... System maintenance broke everything ️ #vacation #tomorrow #nostalgia 📹,-1
Wallpaper changed to default #reminder #education 🏔️🥗,0
Saved the file under a new name. ️ #education #wednesday ✨,0
Message marked as read #random #fashion 🚗🔥,0
Calendar alert popped up. ⌨️ #yesterday #afternoon 🚌,0
Morning breeze felt refreshing\!\!\! #evening #2025 #like4like 🕐🧘,1
Location accuracy set to high #local #2024 #people 📍,0
Boss said I was dependable today. #dinner #wanderlust 🎸🌧️,1
SMH... Elevator was broken again. #summer 🎬,-1
@fam I’m impressed with the latest software update—so smooth\!\!\! #exam 👍,1
Neighbor thanked me for helping shovel snow\!\!\! #2025 💡☀️,1
@folks Uploaded a file to the server. #style 🌍🚌,0
Carried my lunch bag. #thoughts #art #sunday ☁️🥗,0
@here Neighborhood BBQ bringing community together ✅ #creative #june ☀️🍂,1
@fam Got a surprise bonus on my paycheck! #remote #social 🍁🕐,1
Turned the page in my journal. #instadaily #grind #community 🎯🏋️,0
"Watching the game tonight, not sure who will win. ⚽ #fitness #data #student 🎮",0
@fam Noted down the appointment time. #people 🍔☁️,0
@fam Document margins set to 1 inch ✨ #netflix #explore #sale 📌📱,0
@everyone Traffic cleared up just in time #update #tomorrow 🌍,1
Survey has 10 questions remaining #tuesday #2025 #routine 💻📷,0
Kids playing together peacefully all afternoon #night #foodie #today 🎵🎮,1
Finished knitting a scarf\!\!\! ✅ #alert 📺🗺️,1
Art project turned out better than imagined #business #friday #mood 🍁,1
@squad Session will timeout after inactivity #yoga #fyi #info 🍂📊,0
@peeps Screen split between two apps #psa 🚴,0
The painting class was relaxing. #friends #retro 🏋️🍜,1
@folks SMH... Meeting accomplished nothing productive ‍‍‍✨ #outdoor #startup #homework ⭐🗺️,-1
Restaurant gave me the wrong dish. ✨ #university #trending 🔔🚂,-1
Printer ran out of ink mid-job. #random #tip ✈️,-1
@folks Poured a glass of water and sat down. ️ #may #weekend ⭐🏋️,0
Weekend brunch spot discovered nearby #event 🎬✨,1
SMH... The train halted suddenly. #january #afternoon ⚽,-1
SMH... My bag zipper broke suddenly. #weekend ✈️,-1
Morning sunrise was spectacular from hilltop #tbt #tech #snack ⚽🎭,1
Seat selection system completely broken ✨ #hustle #ootd 📺,-1
Kids played together happily all afternoon\!\!\! #photooftheday #exam #thoughts 🌍🗺️,1
Downloaded three new apps to try later #retail #reminder #tuesday 📸🔔,0
@squad Late delivery again despite promises. #movie #friday 🥗📸,-1
Search returned 127 results total ✅ #remote 🖥️,0
The room had three chairs. #tbt #study #february 👀,0
Chair broke while sitting. #startup #people #explore 🚌,-1
@everyone Scored a free coffee on my punch card today\!\!\! #work 🖥️,1
@fam Tried the new app feature; still learning it. #grind #local 🚗,0
@squad Account settings updated successfully #night #january 🍰❄️,0
SMH... Doctor’s office cancelled last minute. #friday 🚗,-1
@guys SMH... Burned dinner while distracted #february 🎮,-1
The weekend trip exceeded expectations\!\!\! #march 📌,1
SMH... Got wrong order at cafe. #startup #followme 🏋️💭,-1
SMH... Mosquito bites all over arms #university #instagood #hustle ☁️🏋️,-1
Left my shoes at the door. #fitness 🌸🥗,0
Learned to cook a new dish. #event #instadaily #followme 💪,1
Wi-Fi down during important deadline ⏰ #study 📅🎯,-1
Morning routine finally feels sustainable #ootd #nature 🍰,1
Browsed through the grocery aisles. ✅ #sunday #psa 📱,0
@guys Got promoted unexpectedly today. #throwback #office #software ✅,1
Meeting notes saved in shared folder #office #april 🎸,0
@all Service charge wasn't mentioned beforehand ✨ #wfh #followme #afternoon ☕🚴,-1
@here Missed deadline due to software crash. #foodie 📅,-1
@squad SMH... Spam calls increasing dramatically lately #breakfast 🚌⚡,-1
@everyone Charged the tablet overnight. #summer #yesterday #info 📅📌,0
Playlist has 34 songs total #gaming 💪☕,0
Zoom level adjusted to 100% ✨ #morning #thursday 🚀🚂,0
Watching tutorials on YouTube this afternoon. #data 🙌,0
@guys SMH... Extra fees not disclosed upfront #alert 📹,-1
The puppy adoption event melted my heart. ✅ #random #april ☀️🎥,1
Coworker took credit for my work #wanderlust 🎨,-1
SMH... Printer ink smudged the page. ✨ #life #developer ⚽💥,-1
Coffee spilled on my notes—so annoying. #travel #social 🚌💯,-1
@yall Window resized to half screen ️ #wellness 🌧️,0
@squad Found parking right away downtown—miracle! #selfcare #business 🎯📍,1
SMH... Support agent was completely unhelpful #ai ✨,-1
Password requires update in 7 days ✨ #food #weather 🎮🍷,0
"@guys Article is 1,200 words long ✏️ #thoughts 🧘🍜",0
@everyone Comedy podcast had me crying laughing ✅✅ #art #workout #friends ⌨️🍷,1
@all Opened a new tab in browser. #instadaily #health #weekend 📌,0
SMH... New management making things worse #nofilter ⌨️,-1
Zoom meeting starts in 5 minutes ✨ #tea #mood #nature 🕐,0
Just finished my morning routine #march 🥤🎨,0
Meeting got rescheduled to next week ✅ #tech 🚀🎵,0
@all This new update completely broke everything ✅ #vibes #yoga #info 🏋️,-1
Found the perfect solution to our problem #nostalgia #explore 📷,1
@fam Traffic is absolutely insane today #february #2024 #university ⌨️☀️,-1
Best coffee I have had in months #february #reminder 👀,1
System maintenance scheduled for tonight #today #work 🖥️📺,0
@here Another day another disappointment #learning 🍂✅,-1
